M1, M2
0.47280, 0.25880
0.47280, 0.24660
0.47620, 0.24220
0.48180, 0.22900
0.47980, 0.22160
0.48660, 0.23100
0.48720, 0.22780
0.48180, 0.24540
0.48140, 0.26500
0.47380, 0.28000
0.47840, 0.26640
0.47760, 0.26520
0.48500, 0.28360
0.49160, 0.27120
0.50220, 0.26420
0.51360, 0.26040
0.52600, 0.24880
0.54340, 0.25300
0.54620, 0.23920
0.54800, 0.23100
0.53840, 0.24100
0.53680, 0.24440
0.54940, 0.22860
0.55160, 0.23400
0.55160, 0.22740
0.55660, 0.22780
0.55560, 0.21820
0.55960, 0.22480
0.55540, 0.23140
0.55780, 0.22920
0.57940, 0.23600
0.58200, 0.24940
0.57780, 0.23500
0.57600, 0.24140
0.57320, 0.25320
0.58320, 0.25120
0.58220, 0.25380
0.58260, 0.26620
0.59260, 0.28460
0.60240, 0.29700
0.60060, 0.28020
0.60460, 0.27580
0.60260, 0.28100
0.60940, 0.29180
0.61480, 0.28100
0.61040, 0.27760
0.61640, 0.28880
0.61180, 0.28260
0.61840, 0.28900
0.61280, 0.30220
0.60200, 0.29500
0.60900, 0.29740
0.60460, 0.29580
0.60220, 0.31360
0.58540, 0.30560
0.59960, 0.29620
0.59260, 0.30700
0.59180, 0.30060
0.59200, 0.29240
0.59800, 0.29960
0.58780, 0.31380
0.58760, 0.30660
0.58080, 0.31500
0.58300, 0.31520
0.58520, 0.30960
0.58880, 0.31840
0.59500, 0.30800
0.59780, 0.30360
0.58540, 0.29720
0.58320, 0.29520
0.59800, 0.29700
0.58040, 0.30460
0.56000, 0.31040
0.55560, 0.30000
0.56940, 0.31180
0.56080, 0.30700
0.56560, 0.29460
0.56360, 0.28400
0.55540, 0.28140
0.56720, 0.28060
0.55020, 0.29440
0.56840, 0.30300
0.56820, 0.29340
0.57540, 0.29460
0.56180, 0.29400
0.56080, 0.29920
0.55000, 0.30440
0.55700, 0.30180
0.54940, 0.30220
0.54580, 0.30260
0.53900, 0.29820
0.54420, 0.28700
0.56100, 0.28700
0.56160, 0.29320
0.55460, 0.28840
0.55660, 0.28660
0.56340, 0.29620
0.57320, 0.28360
0.55520, 0.27860
0.55640, 0.27120
0.56000, 0.26280
0.55300, 0.25520
0.54520, 0.26340
0.54820, 0.26660
0.55200, 0.27140
0.55600, 0.27840
0.55060, 0.28920
0.57180, 0.29020
0.57100, 0.28200
0.57660, 0.28340
0.58940, 0.27840
0.60080, 0.28320
0.59820, 0.28740
0.60540, 0.28360
0.60600, 0.27260
0.59660, 0.25960
0.59840, 0.27760
0.59800, 0.27320
0.59800, 0.27160
0.59420, 0.27540
0.61420, 0.27960
0.62640, 0.27500
0.62620, 0.27800
0.62720, 0.27960
0.63280, 0.27700
0.64640, 0.27860
0.65940, 0.29100
0.65340, 0.28260
0.65600, 0.27860
0.65240, 0.28340
0.64220, 0.28280
0.65020, 0.27180
0.64820, 0.27380
0.63460, 0.25400
0.63120, 0.25760
0.63360, 0.26360
0.63720, 0.27420
0.62320, 0.27200
0.62920, 0.25400
0.63240, 0.25100
0.63480, 0.25360
0.62480, 0.24920
0.61120, 0.24680
0.59320, 0.21980
0.59740, 0.22420
0.58740, 0.21160
0.61420, 0.21680
0.61100, 0.21540
0.60860, 0.21820
0.60480, 0.23060
0.61000, 0.24280
0.59640, 0.24480
0.59180, 0.25660
0.58960, 0.25800
0.58840, 0.24860
0.58600, 0.25900
0.59340, 0.26560
0.59280, 0.26620
0.56760, 0.26840
0.56620, 0.28160
0.55860, 0.27480
0.57600, 0.26440
0.58000, 0.25640
0.58120, 0.25740
0.59060, 0.25700
0.57760, 0.26940
0.57260, 0.25760
0.55780, 0.26740
0.55960, 0.27880
0.58060, 0.27820
0.56340, 0.26820
0.56980, 0.25140
0.56080, 0.25880
0.56300, 0.26120
0.55060, 0.25040
0.54320, 0.24860
0.54040, 0.24760
0.54320, 0.26200
0.53980, 0.25140
0.55680, 0.25720
0.55140, 0.25820
0.54420, 0.27940
0.54740, 0.28300
0.53700, 0.29500
0.52240, 0.31340
0.54380, 0.30940
0.54300, 0.30820
0.53980, 0.30780
0.52880, 0.31480
0.52840, 0.32800
0.54420, 0.34720
0.55900, 0.34440
0.56480, 0.32460
0.56320, 0.33100
0.56960, 0.31140
0.56540, 0.31800
0.55740, 0.30140
0.57160, 0.29520
0.57200, 0.29940
0.58620, 0.29440
0.57780, 0.29840
0.58580, 0.28160
0.57520, 0.27520
0.58360, 0.25480
0.58940, 0.24120
0.56880, 0.23840
0.57580, 0.24920
0.56360, 0.23760
0.57660, 0.24260
0.58860, 0.25700
0.60700, 0.25360
0.60320, 0.25120
0.60940, 0.24500
0.61560, 0.24560
0.59980, 0.24880
0.60000, 0.24740
0.58840, 0.22000
0.60420, 0.22620
0.60060, 0.22720
0.59040, 0.23840
0.58600, 0.25800
0.57440, 0.25040
0.56520, 0.23860
0.55520, 0.23240
0.55920, 0.22240
0.55920, 0.20460
0.56980, 0.19880
0.58060, 0.20460
0.57200, 0.20860
0.55800, 0.21700
0.56760, 0.22300
0.57140, 0.21380
0.56660, 0.21180
0.55320, 0.22180
0.55280, 0.23620
0.56540, 0.23980
0.56140, 0.23700
0.56360, 0.23620
0.56740, 0.22780
0.57520, 0.21960
0.57360, 0.21760
0.59020, 0.23680
0.57520, 0.23860
0.58620, 0.22400
0.57940, 0.22800
0.56840, 0.22360
0.57800, 0.24660
0.58580, 0.24500
0.58380, 0.23940
0.58640, 0.23100
0.58540, 0.25720
0.58800, 0.22820
0.58700, 0.23560
0.59640, 0.23880
0.61040, 0.23540
0.59840, 0.24100
0.58880, 0.22840
0.58680, 0.22480
0.59500, 0.23000
0.59820, 0.23960
0.61560, 0.23900
0.61740, 0.24580
0.61960, 0.23280
0.61620, 0.22720
0.61740, 0.21160
0.60240, 0.20940
0.60360, 0.20840
0.61280, 0.20400
0.60880, 0.19960
0.60420, 0.19340
0.60060, 0.20140
0.60800, 0.19740
0.60960, 0.19240
0.60040, 0.18980
0.60640, 0.20300
0.60360, 0.19460
0.63460, 0.19680
0.63640, 0.20000
0.63720, 0.19080
0.64540, 0.19360
0.63960, 0.19080
0.64320, 0.19000
0.64980, 0.19560
0.66460, 0.17900
0.67260, 0.19040
0.67520, 0.20200
0.67020, 0.19820
0.68000, 0.18700
0.67360, 0.18940
0.65740, 0.17840
0.66340, 0.17840
0.68340, 0.19440
0.68880, 0.19140
0.68900, 0.19120
0.68860, 0.17240
0.68120, 0.17000
0.68100, 0.17180
0.68080, 0.16880
0.70320, 0.16780
0.71420, 0.15700
0.70220, 0.13220
0.69220, 0.13820
0.67880, 0.12160
0.68360, 0.14500
0.68820, 0.13020
0.69840, 0.13400
0.70760, 0.15420
0.69900, 0.17420
0.68680, 0.16560
0.68660, 0.18420
0.69580, 0.16520
0.70280, 0.15700
0.70800, 0.15060
0.70860, 0.15180
0.71680, 0.15700
0.71260, 0.16820
0.70980, 0.15620
0.70620, 0.16020
0.71280, 0.16460
0.71660, 0.15620
0.71340, 0.16680
0.69660, 0.16260
0.68500, 0.16020
0.69200, 0.16940
0.69100, 0.17180
0.68460, 0.17040
0.67200, 0.16520
0.67500, 0.15880
0.66860, 0.16500
0.67440, 0.15680
0.66540, 0.15740
0.67640, 0.13800
0.66900, 0.13720
0.67080, 0.12820
0.66760, 0.14780
0.66440, 0.14700
0.67320, 0.14140
0.67640, 0.15060
0.67540, 0.13740
0.68300, 0.14260
0.67800, 0.14260
0.68140, 0.12720
0.67180, 0.12460
0.65620, 0.13340
0.66880, 0.14160
0.68080, 0.13540
0.68860, 0.14200
0.70420, 0.14280
0.67540, 0.14760
0.67260, 0.15400
0.66260, 0.15320
0.65440, 0.15300
0.64960, 0.13980
0.63880, 0.13820
0.64120, 0.12400
0.64720, 0.12200
0.65280, 0.10840
0.65040, 0.10860
0.65420, 0.11100
0.64640, 0.10260
0.65040, 0.10400
0.65320, 0.11000
0.64780, 0.10720
0.66660, 0.09860
0.66840, 0.11120
0.66560, 0.10560
0.67640, 0.08900
0.67400, 0.08940
0.67900, 0.10500
0.68020, 0.09780
0.68320, 0.09540
0.66900, 0.11120
0.66060, 0.11720
0.67220, 0.12060
0.67080, 0.10480
0.65860, 0.12940
0.66740, 0.11460
0.67500, 0.11440
0.68640, 0.11400
0.68640, 0.12440
0.69640, 0.12680
0.70100, 0.13360
0.69980, 0.13480
0.70240, 0.12080
0.70580, 0.12480
0.70020, 0.13060
0.70380, 0.12980
0.70060, 0.13440
0.69980, 0.14120
0.69000, 0.14160
0.69220, 0.15600
0.70280, 0.15600
0.68920, 0.13200
0.69180, 0.13100
0.69040, 0.14400
0.69380, 0.14080
0.68340, 0.14600
0.68260, 0.15200
0.67860, 0.15180
0.66860, 0.16420
0.65960, 0.14760
0.65640, 0.14820
0.65680, 0.13680
0.65820, 0.13640
0.66900, 0.13540
0.65580, 0.15500
0.66060, 0.15000
0.67760, 0.12740
0.68040, 0.11920
0.67600, 0.11560
0.67880, 0.12100
0.66280, 0.10440
0.66600, 0.11020
0.66900, 0.11820
0.66560, 0.12260
0.65240, 0.11900
0.64380, 0.12680
0.64060, 0.12780
0.64280, 0.13020
0.65220, 0.12800
0.65840, 0.12980
0.65800, 0.14580
0.65440, 0.14640
0.65460, 0.14060
0.65560, 0.12840
0.66240, 0.13480
0.65980, 0.13160
0.66220, 0.12760
0.66480, 0.13420
0.66580, 0.12480
0.66660, 0.12580
0.67820, 0.11840
0.67740, 0.11240
0.67220, 0.09700
0.68900, 0.09660
0.69280, 0.10380
0.69360, 0.10620
0.69500, 0.10860
0.68900, 0.11920
0.68960, 0.12160
0.69500, 0.12920
0.67900, 0.11200
0.67680, 0.13480
0.68920, 0.13060
0.69420, 0.14680
0.69540, 0.14880
0.69820, 0.15860
0.69420, 0.14700
0.68660, 0.16120
0.66880, 0.15340
0.66680, 0.17240
0.66620, 0.16700
0.66300, 0.17120
0.66380, 0.15900
0.66560, 0.16440
0.66760, 0.17040
0.64980, 0.17260
0.65080, 0.15560
0.64380, 0.15100
0.64740, 0.13360
0.65240, 0.13480
0.65500, 0.14380
0.64620, 0.15060
0.63760, 0.15900
0.62320, 0.16980
0.62540, 0.16060
0.63400, 0.16240
0.62480, 0.16600
0.64180, 0.17200
0.64760, 0.17660
0.64640, 0.19020
0.66400, 0.19440
0.65740, 0.18360
0.66680, 0.19300
0.67540, 0.19760
0.67500, 0.19800
0.67560, 0.18260
0.67800, 0.17980
0.67960, 0.18340
0.68600, 0.17380
0.67360, 0.18300
0.68480, 0.18340
0.70320, 0.17320
0.70780, 0.16500
0.70120, 0.16640
0.69780, 0.16020
0.70160, 0.15540
0.69080, 0.16120
0.68920, 0.16560
0.68140, 0.17400
0.68780, 0.17220
0.68060, 0.15900
0.69380, 0.15420
0.70500, 0.15060
0.70660, 0.14060
0.70340, 0.14200
0.68940, 0.14820
0.68860, 0.14140
0.69060, 0.13780
0.67980, 0.13340
0.68000, 0.13700
0.67820, 0.14320
0.68680, 0.11860
0.69500, 0.11440
0.69020, 0.11480
0.69300, 0.10380
0.68460, 0.08640
0.69040, 0.09420
0.68960, 0.09920
0.69080, 0.09280
0.69140, 0.10600
0.70000, 0.09960
0.71860, 0.08960
0.71660, 0.10620
0.71280, 0.11160
0.71620, 0.12360
0.71620, 0.12840
0.71760, 0.12780
0.70640, 0.12460
0.70940, 0.11220
0.72460, 0.11460
0.71700, 0.12820
0.72320, 0.12540
0.73700, 0.11340
0.72460, 0.10660
0.72860, 0.11660
0.71540, 0.10960
0.71080, 0.12260
0.71700, 0.13000
0.72200, 0.13160
0.71660, 0.13340
0.70940, 0.13520
0.70740, 0.13240
0.71460, 0.13520
0.72420, 0.13020
0.72780, 0.12100
0.72300, 0.11500
0.71400, 0.10880
0.71240, 0.09940
0.71720, 0.10700
0.71720, 0.12320
0.71820, 0.11980
0.71720, 0.11260
0.72340, 0.11040
0.71980, 0.11240
0.71120, 0.13140
0.71460, 0.13920
0.71120, 0.12820
0.72160, 0.12740
0.72600, 0.11640
0.72080, 0.12240
0.73260, 0.12320
0.73680, 0.11480
0.72940, 0.12320
0.72140, 0.11880
0.70700, 0.10920
0.72240, 0.12280
0.70980, 0.11440
0.70840, 0.11440
0.70980, 0.11560
0.70160, 0.12360
0.69420, 0.11400
0.69300, 0.11120
0.69240, 0.10440
0.70520, 0.10340
0.69920, 0.11280
0.68380, 0.11400
0.68580, 0.12560
0.68980, 0.12320
0.69960, 0.12800
0.70280, 0.12960
0.71300, 0.12080
0.71920, 0.11100
0.71800, 0.10760
0.72520, 0.12020
0.72700, 0.11400
0.73880, 0.10700
0.73680, 0.10000
0.73120, 0.09220
0.73240, 0.10160
0.74100, 0.10300
0.74540, 0.10420
0.73660, 0.09840
0.74040, 0.10680
0.73500, 0.12380
0.73700, 0.13060
0.73840, 0.12940
0.74440, 0.12740
0.73760, 0.13420
0.72860, 0.13940
0.71380, 0.13340
0.71440, 0.12860
0.71900, 0.13480
0.72800, 0.14100
0.71940, 0.13480
0.70360, 0.13120
0.71680, 0.14760
0.71600, 0.15400
0.70760, 0.14660
0.70480, 0.15580
0.70780, 0.15060
0.71140, 0.15120
0.69840, 0.13360
0.69300, 0.15440
0.69020, 0.14160
0.69180, 0.14680
0.69340, 0.14320
0.68800, 0.15120
0.69480, 0.14760
0.68660, 0.14280
0.68880, 0.13960
0.68720, 0.14160
0.68920, 0.13060
0.69400, 0.11900
0.69020, 0.10940
0.69600, 0.10520
0.69980, 0.11340
0.69740, 0.12440
0.69300, 0.11500
0.69060, 0.10180
0.68720, 0.09920
0.68660, 0.10240
0.68100, 0.09400
0.68020, 0.09280
0.68060, 0.09200
0.69620, 0.08380
0.69520, 0.09240
0.70280, 0.08060
0.68760, 0.09340
0.67320, 0.07560
0.67820, 0.08460
0.67000, 0.10260
0.66320, 0.09320
0.65920, 0.10700
0.66200, 0.11700
0.67580, 0.12480
0.66320, 0.12600
0.66160, 0.13300
0.66100, 0.12540
0.67020, 0.11340
0.65500, 0.10880
0.63900, 0.11060
0.65040, 0.11120
0.65360, 0.12140
0.64840, 0.13860
0.64360, 0.13320
0.65020, 0.14740
0.66400, 0.13820
0.65700, 0.12540
0.65800, 0.14640
0.65360, 0.12840
0.66140, 0.12440
0.66240, 0.12340
0.64840, 0.12040
0.65780, 0.10760
0.65920, 0.11060
0.66240, 0.11300
0.66220, 0.12220
0.65680, 0.13860
0.65040, 0.12640
0.65340, 0.13800
0.65200, 0.13420
0.64580, 0.12960
0.65840, 0.13940
0.66520, 0.14460
0.67060, 0.14080
0.68600, 0.12460
0.67560, 0.13480
0.66120, 0.13280
0.66140, 0.14860
0.67520, 0.14700
0.69280, 0.14420
0.69360, 0.14400
0.68740, 0.15840
0.69020, 0.16160
0.69380, 0.14260
0.68420, 0.14240
0.67880, 0.16120
0.66940, 0.16760
0.66020, 0.15280
0.66660, 0.15860
0.66880, 0.17200
0.67500, 0.18400
0.66600, 0.18860
0.68760, 0.18180
0.67480, 0.18960
0.66280, 0.18580
0.65340, 0.18700
0.65400, 0.18740
0.64560, 0.18640
0.63000, 0.18100
0.64560, 0.16800
0.64240, 0.18400
0.65340, 0.18140
0.66160, 0.17100
0.65880, 0.16620
0.66920, 0.16440
0.67940, 0.15900
0.66780, 0.16760
0.67060, 0.17260
0.65520, 0.18840
0.65380, 0.20040
0.64380, 0.18220
0.63480, 0.18780
0.63500, 0.20160
0.65200, 0.18120
0.64360, 0.18660
0.63820, 0.18940
0.64340, 0.19520
0.63820, 0.19220
0.63760, 0.18600
0.63800, 0.18720
0.64160, 0.17080
0.65100, 0.19440
0.65180, 0.19160
0.65720, 0.17940
0.66200, 0.17400
0.65580, 0.16900
0.65120, 0.16160
0.66040, 0.16260
0.67760, 0.15480
0.67600, 0.16820
0.66560, 0.17660
0.65860, 0.16980
0.66040, 0.16420
0.64660, 0.16860
0.63720, 0.15900
0.64440, 0.17380
0.64140, 0.16920
0.65040, 0.17640
0.64300, 0.16740
0.63980, 0.16720
0.63200, 0.17600
0.63420, 0.18400
0.62820, 0.18560
0.63740, 0.19480
0.62500, 0.18840
0.62180, 0.17940
0.62640, 0.18100
0.62220, 0.19000
0.63020, 0.18080
0.63380, 0.17160
0.64140, 0.17460
0.63780, 0.16060
0.63240, 0.16660
0.63640, 0.16460
0.61820, 0.15700
0.61260, 0.15520
0.62340, 0.13800
0.63160, 0.12780
0.62720, 0.12000
0.63500, 0.13540
0.65140, 0.12300
0.64740, 0.13520
0.63180, 0.11840
0.63140, 0.14220
0.63180, 0.13460
0.63180, 0.14220
0.62280, 0.13100
0.61200, 0.13700
0.61940, 0.12880
0.60500, 0.14220
0.60240, 0.12620
0.59200, 0.10120
0.61380, 0.11140
0.59500, 0.10240
0.59620, 0.09240
0.60640, 0.09660
0.59880, 0.10000
0.59500, 0.08920
0.59160, 0.07640
0.59980, 0.07860
0.61280, 0.09440
0.60720, 0.08380
0.61220, 0.08960
0.60740, 0.09040
0.61320, 0.07960
0.62060, 0.07060
0.62780, 0.07060
0.63200, 0.05700
0.63120, 0.07140
0.62640, 0.05980
0.61660, 0.07100
0.61040, 0.09040
0.60880, 0.08900
0.60960, 0.09760
0.60660, 0.09140
0.59980, 0.09420
0.61900, 0.10400
0.61820, 0.11240
0.60220, 0.09700
0.61560, 0.09100
0.61660, 0.09260
0.61820, 0.09580
0.62660, 0.09400
0.62580, 0.08760
0.61860, 0.08120
0.62680, 0.09740
0.63020, 0.10300
0.61500, 0.09980
0.61880, 0.10880
0.62540, 0.11660
0.62180, 0.12740
0.62040, 0.12700
0.61660, 0.12060
0.61780, 0.11080
0.62800, 0.11800
0.62460, 0.11240
0.61600, 0.10320
0.62020, 0.10620
0.62680, 0.11020
0.62500, 0.09500
0.63340, 0.08660
0.62700, 0.08000
0.62460, 0.08220
0.61560, 0.10940
0.61400, 0.12500
0.60100, 0.11660
0.60160, 0.10280
0.59940, 0.10960
0.59740, 0.11420
0.59860, 0.11420
0.59880, 0.11140
0.57660, 0.09860
0.58360, 0.11020
0.58920, 0.10400
0.59420, 0.10240
0.60940, 0.08820
0.60780, 0.08820
0.60000, 0.09500
0.59500, 0.09620
0.60720, 0.09780
0.61640, 0.08980
0.62300, 0.09600
0.63420, 0.08320
0.62580, 0.07180
0.61880, 0.07560
0.62180, 0.06200
0.62800, 0.05920
0.62060, 0.06660
0.62140, 0.07260
0.62900, 0.08100
0.62320, 0.06760
0.62640, 0.06640
0.63300, 0.07600
0.62660, 0.07060
0.62520, 0.06300
0.61720, 0.06240
0.61900, 0.05580
0.61240, 0.05780
0.61680, 0.06720
0.61260, 0.06500
0.62540, 0.06120
0.62020, 0.07200
0.60700, 0.07880
0.58440, 0.07220
0.56520, 0.07640
0.57720, 0.07720
0.58060, 0.08240
0.59000, 0.07120
0.59840, 0.08000
0.60460, 0.07280
0.60780, 0.06780
0.61500, 0.06600
0.61340, 0.07280
0.61620, 0.06140
0.61960, 0.05460
0.60460, 0.05940
0.60840, 0.07300
0.61080, 0.06580
0.60000, 0.06880
0.60260, 0.04860
0.60640, 0.06760
0.60800, 0.06540
0.61180, 0.06060
0.61840, 0.06620
0.62800, 0.05860
0.62620, 0.07500
0.61920, 0.07780
0.61860, 0.06500
0.61340, 0.06360
0.60700, 0.06520
0.60840, 0.05540
0.60180, 0.06280
