1.00000
0.57598
0.50254
0.45087
0.24023
0.34854
-0.03186
-0.03291
0.13220
0.00000
0.00000
0.00000
5433583419825064582921805298840817335152862701880642594077519419131229248119091031420055609574927785227654355983909689161861680177016644311114662594266876229364034114665982297018315051732149309829119771745597378221723689157615906787940420519739349008384.00000
1249535874383601817032690363651170332535784894730225098742754671599739762748874095087133692280428644648267263738955105631025616178019715076461970789168812903616217088.00000
0.00000
75232987731215924838741290290833834218562740183204964065759626123404520661272471890353875514887194563106505509553852392346084993849357385105085018255921045439466296960856891166595979204424722720042295628188876010574221440807085643304931979750801408.00000
0.00000
0.00000
-0.00000
0.00000
